name
afghanistan
Alandislands
albania
algeria
americansamoa
andorra
angola
anguilla
antarctica
antiguaandbarbuda
argentina
armenia
aruba
australia
austria
azerbaijan
bahamas
bahrain
bangladesh
barbados
belarus
belgium
belize
benin
bermuda
bhutan
bolivia
bonaire
bosniaandherzegovina
botswana
bouvetisland
brazil
britishindianoceanterritory
bruneidarussalam
bulgaria
burkinafaso
burundi
cambodia
cameroon
canada
capeverde
caymanislands
centralafricanrepublic
chad
chile
china
christmasisland
cocoskeelingislands
colombia
comoros
congo
congo
cookislands
costarica
cotedivoire
croatia
cuba
curacao
cyprus
czechrepublic
denmark
djibouti
dominica
dominicanrepublic
ecuador
egypt
elsalvador
equatorialguinea
eritrea
estonia
ethiopia
falklandislandsmalvinas
faroeislands
fiji
finland
france
frenchguiana
frenchpolynesia
frenchsouthernterritories
gabon
gambia
georgia
germany
ghana
gibraltar
greece
greenland
grenada
guadeloupe
guam
guatemala
guernsey
guinea
guineabissau
guyana
haiti
heardislandandmcdonaldislands
holyseevaticancitystate
honduras
hongkong
hungary
iceland
india
indonesia
iran
iraq
ireland
isleofman
israel
italy
jamaica
japan
jersey
jordan
kazakhstan
kenya
kiribati
korea
korea
kuwait
kyrgyzstan
laopeoplesdemocraticrepublic
latvia
lebanon
lesotho
liberia
libya
liechtenstein
lithuania
luxembourg
macao
macedonia
madagascar
malawi
malaysia
maldives
mali
malta
marshallislands
martinique
mauritania
mauritius
mayotte
mexico
micronesia
moldova
monaco
mongolia
montenegro
montserrat
morocco
mozambique
myanmar
namibia
nauru
nepal
netherlands
newcaledonia
newzealand
nicaragua
niger
nigeria
niue
norfolkisland
northernmarianaislands
norway
oman
pakistan
palau
palestine
panama
papuanewguinea
paraguay
peru
philippines
pitcairn
poland
portugal
puertorico
qatar
reunion
romania
russianfederation
rwanda
saintbarthelemy
sainthelena
saintkittsandnevis
saintlucia
saintmartinfrenchpart
saintpierreandmiquelon
saintvincentandthegrenadines
samoa
sanmarino
saotomeandprincipe
saudiarabia
senegal
serbia
seychelles
sierraleone
singapore
sintmaartendutchpart
slovakia
slovenia
solomonislands
somalia
southafrica
southgeorgiaandthesouthsandwichislands
southsudan
spain
srilanka
sudan
suriname
svalbardandjanmayen
swaziland
sweden
switzerland
syrianarabrepublic
taiwan
tajikistan
tanzania
thailand
timorleste
togo
tokelau
tonga
trinidadandtobago
tunisia
turkey
turkmenistan
turksandcaicosislands
tuvalu
uganda
ukraine
unitedarabemirates
unitedkingdom
unitedstates
unitedstatesofamerica
unitedstatesminoroutlyingislands
uruguay
uzbekistan
vanuatu
venezuela
vietnam
virginislands
virginislands
wallisandfutuna
westernsahara
yemen
zambia
zimbabwe
G 
